Measure	DAX Expression	Parent	Child	Tables	Columns
CM1/kg_0_BG_YTD_VolumeCalc	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Volume",     CALCULATE (         DIVIDE ( [CM1_effect_0_BG_YTD], [Volume_0_BG_YTD] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_BG_YTD; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY	Volume_effect_1_YTD(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); BGYTD_0; Volume_effect_1_BG_YTD	DT_Matrix_Act_Table_ND; DT_Date; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Date[Date]
CM1/kg_0_BG_YTD_VarCostCalc	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",     CALCULATE (         DIVIDE ( [CM1_effect_0_BG_YTD], [Volume_0_BG_YTD] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_BG_YTD; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY	VarCost_effect_YTD(for BG comp.); Delta_2_YTD_BG_SBU; Act_YTD_1(for BG comp.); BGYTD_0; VarCost_effect_0_BG_YTD	DT_Matrix_Act_Table_ND; DT_Date; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Date[Date]
FixedCost_effect_0_BGFY	 VAR Sel =     SELECTEDVALUE ( DT_Date[Month_short] ) VAR BGFY =     CALCULATE (         [Matrix_1_BG],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Fixed Cost" ),         ALL ( DT_Date[Month_short] )     ) RETURN     BGFY //For explanation of logic, see [CM1_effect_0_BGFY]	Matrix_1_BG; Ebit_0_BG	FYBG_0; Delta_1_BGFY; Delta_2_BGFY_SBU; Delta_2_YTD_BG_SBU; BGYTD_0; FixedCost_effect_1_BG_YTD	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]
FixedCost_effect_1_BG_YTD	 TOTALYTD ( [FixedCost_effect_0_BGFY], DT_Date[Date] )	FixedCost_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG	Delta_2_YTD_BG_SBU; BGYTD_0	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
EBITbSI_effect_0_BGFY	 VAR Sel =     SELECTEDVALUE ( DT_Date[Month_short] ) VAR BGFY =     CALCULATE (         [Matrix_1_BG],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "EBITbSI" ),         ALL ( DT_Date[Month_short] )     ) RETURN     BGFY	Matrix_1_BG; Ebit_0_BG	FYBG_0; Delta_1_BGFY; Delta_2_BGFY_SBU; Delta_2_YTD_BG_SBU; BGYTD_0; EBITbSI_effect_1_BG_YTD; EBITbSI_effect_0_BGFY_SBU	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]
EBITbSI_effect_1_BG_YTD	 TOTALYTD ( [EBITbSI_effect_0_BGFY], DT_Date[Date] )	EBITbSI_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG	Delta_2_YTD_BG_SBU; BGYTD_0	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Price_0_BGFY	 VAR Sel =     SELECTEDVALUE ( DT_Date[Month_short] ) VAR BGFY =     CALCULATE (         [Matrix_1_BG],         KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Price" ),         ALL ( DT_Date[Month_short] )     ) RETURN     BGFY //For explanation of logic, see [CM1_effect_0_BGFY]	Matrix_1_BG; Ebit_0_BG	FYBG_0; Delta_1_BGFY; Delta_2_BGFY_SBU; Delta_2_YTD_BG_SBU; BGYTD_0; Price_effect_1_BGFY; Price_0_BG_YTD; Price_effect_1_BG_YTD; VarCost_effect_0_BGFY; VarCost_effect_0_BG_YTD	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]
Price_effect_1_BGFY	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_0_BGFY] * [Volume_0_BGFY],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) ) /*   1. Price effect FYFC PM = Price FYFC PM * Volume FYFC PM.  2. So, the formula is actually super simple. Then why have we written the complex code above?  3. Because, in the KPI list, Price and volume are 2 different KPIs.  When we make a visual (e.g. a Table), and put KPI column in it, then try to multiply: Price * Volume, we get a blank, as price and volume are on different lines.  4. The CALCULATE code snippet helps us to multiply them.  5. But we still have an issue. For the Calculate code, we get an output (same number, by the way) for each KPI. We only want an output for 'Price'.  6. Hence IF - Selectedvalue used. Now, we get an output only for 'Price'.  */	Price_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BGFY	FYBG_0; Delta_1_BGFY; Delta_2_BGFY_SBU	DT_Matrix_Act_Table_ND; DT_Date; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]
Price_0_BG_YTD	 TOTALYTD ( [Price_0_BGFY], DT_Date[Date] )	Price_0_BGFY; Matrix_1_BG; Ebit_0_BG	Delta_2_YTD_BG_SBU; BGYTD_0; Price_effect_1_BG_YTD; VarCost_effect_0_BG_YTD	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Price_effect_1_BG_YTD	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_0_BG_YTD] * [Volume_0_BG_YTD],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	Price_0_BG_YTD; Price_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY	Delta_2_YTD_BG_SBU; BGYTD_0	DT_Matrix_Act_Table_ND; DT_Date; FT_Budget_EPME	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Date[Date]
VarCost_effect_0_BGFY	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_0_BGFY], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeinVarCost =     CALCULATE ( [Volume_0_BGFY], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) VAR VolumeEffect = VolumeinVarCost * [CM1/kg_0_BGFY_VarCostCalc] //Price effect VAR PriceEffect =     CALCULATE (         [Price_0_BGFY] * VolumeinVarCost,         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output /*   1. Var Cost effect = CM1 effect - Volume effect - Price effect  2. So, the formula is actually super simple. Then why have we written the complex code above?  3. Ans: In KPI table, CM1, Volume, Price and Var cost are unique items. When I build a table visual with KPI column and them put the CM1 effect, Volume effect, Price effect too, each is in a separate line.  For them to be in 1 line (Var cost), I need to write above code.  4. Most important: The code for Volume Effect merits a detailed explanation.  Volume effect = volume * CM1/kg Let us look at the predicate of the equation above (i.e. what is after =)    Volume:    Originally, Volume is found against 'Volume' KPI.    We want it to show up for 'Variable cost'. We get via the variable "VolumeinVarCost"     CM1/kg:     In the [CM1/kg_FYFC_3_PM_VarCostCalc], we have coded the numbers to show up for Variable cost    (FYI: [CM1/kg_FYFC_3_PM_VolumeCalc] is also available, its not used here, but for Volume calculations)     Now both Volume and CM1/kg are available in the line for KPI 'Variable Cost'.     In Variable 'VolumeEffect' we now multiply Volume * CM1/kg    */	CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BGFY; CM1/kg_0_BGFY_VarCostCalc; Price_0_BGFY	FYBG_0; Delta_1_BGFY; Delta_2_BGFY_SBU	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]
VarCost_effect_0_BG_YTD	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_0_BG_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeinVarCost =     CALCULATE ( [Volume_0_BG_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) VAR VolumeEffect = VolumeinVarCost * [CM1/kg_0_BG_YTD_VarCostCalc] //Price effect VAR PriceEffect =     CALCULATE (         [Price_0_BG_YTD] * VolumeinVarCost,         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output	CM1_effect_0_BG_YTD; CM1_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG; Volume_0_BG_YTD; Volume_0_BGFY; CM1/kg_0_BG_YTD_VarCostCalc; Price_0_BG_YTD; Price_0_BGFY	Delta_2_YTD_BG_SBU; BGYTD_0	DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
CM1_effect_0_PYTD	 CALCULATE ( [CM1_effect_1_YTD], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act	Volume_effect_1_YTD(for PY comp.); VarCost_effect_YTD(for PY comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Volume_effect_1_PYTD; CM1/kg_PYTD_VarCostCalc; CM1/kg_PYTD_VolumeCalc; VarCost_effect_PYTD	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
CM1_effect_0_PYFY	 CALCULATE (     [Matrix_0_Act],     KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "CM1" ),     PREVIOUSYEAR ( DT_Date[Date] ) )	Matrix_0_Act; Maris_0_Act	Volume_effect_1_FYFC(for PY comp.); Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; Volume_effect_1_PYFY; CM1/kg_PYFY_VolumeCalc; CM1/kg_PYFY_for_minus_CM1_operation; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.); Volume_effect_1_PYFY_for_minus_CM1_operation	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
FixedCost_effect_0_PYTD	 CALCULATE ( [FixedCost_effect_2_YTD], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	FixedCost_effect_2_YTD; Matrix_0_Act; Maris_0_Act	PYTD_0; Delta_1_PYTD_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
FixedCost_effect_0_PYFY	 CALCULATE (     [Matrix_0_Act],     KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Fixed Cost" ),     PREVIOUSYEAR ( DT_Date[Date] ) ) 	Matrix_0_Act; Maris_0_Act	PYFY_0; Delta_1_PYFY_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Price_0_PYTD	 CALCULATE ( [Price_0_YTD], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	Price_0_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD	PYTD_0; Delta_1_PYTD_SBU; Price_effect_1_PYTD; VarCost_effect_PYTD	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_Number]
Price_effect_1_PYTD	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Price",     CALCULATE (         [Price_0_PYTD] * [Volume_0_PYTD],         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	Price_0_PYTD; Price_0_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_YTD; Volume_0_PYTD	PYTD_0; Delta_1_PYTD_SBU	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Month_Number]
Volume_0_PYTD	 CALCULATE ( [Volume_0_YTD], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	Volume_0_YTD; Matrix_0_Act; Maris_0_Act	Volume_effect_1_YTD(for PY comp.); Price_effect_1_YTD(for PY comp.); VarCost_effect_YTD(for PY comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Price_effect_1_PYTD; Volume_effect_1_PYTD; CM1/kg_PYTD_VarCostCalc; CM1/kg_PYTD_VolumeCalc; VarCost_effect_PYTD	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Volume_effect_1_PYTD	[Volume_0_PYTD] * [CM1/kg_PYTD_VolumeCalc]	Volume_0_PYTD; Volume_0_YTD; Matrix_0_Act; Maris_0_Act; CM1/kg_PYTD_VolumeCalc; CM1_effect_0_PYTD; CM1_effect_1_YTD	PYTD_0; Delta_1_PYTD_SBU	DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND	DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Volume_0_PYFY	 CALCULATE (     [Matrix_0_Act],     KEEPFILTERS ( DT_Matrix_Act_Table_ND[KPI] = "Volume" ),     PREVIOUSYEAR ( DT_Date[Date] ) ) 	Matrix_0_Act; Maris_0_Act	Volume_effect_1_FYFC(for PY comp.); Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; Volume_effect_1_PYFY; CM1/kg_PYFY_VolumeCalc; CM1/kg_PYFY_for_minus_CM1_operation; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.); Volume_0_PYFY_for_minus_CM1_operation(for PY comp.); Volume_effect_1_PYFY_for_minus_CM1_operation	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
Volume_effect_1_PYFY	 [Volume_0_PYFY] * [CM1/kg_PYFY_VolumeCalc]	Volume_0_PYFY; Matrix_0_Act; Maris_0_Act; CM1/kg_PYFY_VolumeCalc; CM1_effect_0_PYFY	PYFY_0; Delta_1_PYFY_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]
CM1/kg_PYTD_VarCostCalc	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",     CALCULATE (         DIVIDE ( [CM1_effect_0_PYTD], [Volume_0_PYTD] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_PYTD; CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_PYTD; Volume_0_YTD	VarCost_effect_YTD(for PY comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; VarCost_effect_PYTD	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Month_Number]
CM1/kg_PYTD_VolumeCalc	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Volume",     CALCULATE (         DIVIDE ( [CM1_effect_0_PYTD], [Volume_0_PYTD] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_PYTD; CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_PYTD; Volume_0_YTD	Volume_effect_1_YTD(for PY comp.); Act_YTD_0(for PY comp.); PYTD_0; Delta_1_PYTD_SBU; Volume_effect_1_PYTD	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]; DT_Date[Month_Number]
CM1/kg_PYFY_VolumeCalc	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Volume",     CALCULATE (         DIVIDE ( [CM1_effect_0_PYFY], [Volume_0_PYFY] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_PYFY; Matrix_0_Act; Maris_0_Act; Volume_0_PYFY	Volume_effect_1_FYFC(for PY comp.); Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; Volume_effect_1_PYFY	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]
VarCost_effect_PYTD	 //CM1 effect VAR CM1Effect =     CALCULATE ( [CM1_effect_0_PYTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) //Volume effect VAR VolumeEffect =     CALCULATE ( [Volume_0_PYTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) * [CM1/kg_PYTD_VarCostCalc] //Price effect VAR PriceEffect =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CALCULATE (             [Price_0_PYTD] * [Volume_0_PYTD],             ALL ( DT_Matrix_Act_Table_ND[KPI] )         )     ) // Output VAR Output =     IF (         SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "Variable Cost",         CM1Effect - VolumeEffect - PriceEffect     ) RETURN     Output	CM1_effect_0_PYTD; CM1_effect_1_YTD; Matrix_0_Act; Maris_0_Act; Volume_0_PYTD; Volume_0_YTD; CM1/kg_PYTD_VarCostCalc; Price_0_PYTD; Price_0_YTD	PYTD_0; Delta_1_PYTD_SBU	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Matrix_Act_Table_ND; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Matrix_Act_Table_ND[KPI]; DT_Date[Date]; DT_Date[Month_Number]
EBITbSI_effect_0_BGFY_SBU	 SWITCH (     MAX ( SBU_Keys_disconected[ID] ),     7, CALCULATE ( SUMX ( DT_SBU, [EBITbSI_effect_0_BGFY] ), ALL ( DT_SBU ) ),     CALCULATE (         [EBITbSI_effect_0_BGFY],         FILTER (             DT_SBU,             DT_SBU[SBU_KEY] = SELECTEDVALUE ( SBU_Keys_disconected[SBU_Key] )         )     ) ) 	EBITbSI_effect_0_BGFY; Matrix_1_BG; Ebit_0_BG		SBU_Keys_disconected; DT_SBU; DT_Date; FT_Budget_EPME; DT_Matrix_Act_Table_ND	SBU_Keys_disconected[ID]; DT_Date[Month_short]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; DT_Matrix_Act_Table_ND[KPI]; DT_SBU[SBU_KEY]; SBU_Keys_disconected[SBU_Key]
Ebit_0_FC	 CALCULATE (     SUM ( Historical[Value] ) / 1000,     KEEPFILTERS ( Historical[LatestInput_ND] = 1 ) )		0_TEST; 2_TEST; TEST; Matrix_1_FC; Volume_FYFC_0_PM; Volume_effect_FYFC_1_PM; CM1_effect_FYFC_0_PM; CM1/kg_FYFC_0_PM_VolumeCalc; CM1/kg_FYFC_0_PM_VarCostCalc; FixedCost_effect_FYFC_1_PM; Price_FYFC_0_PM; Price_effect_FYFC_1_PM; VarCost_effect_FYFC_0_PM; FixedCost_effect_FYFC_0_CM; Volume_FYFC_0_CM; Volume_effect_FYFC_1_CM(for PM comp.); Price_FYFC_0_CM; Price_effect_FYFC_1_CM(for PM comp.); CM1_effect_FYFC_0_CM; VarCost_effect_FYFC_0_CM(for PM comp.); EBITbSI_effect_FYFC_0_CM; EBITbSI_effect_FYFC_1_CM_SBU; FYFC_CM_0_(for PM comp.); FYFC_0_PM; Delta_FYFC_2_CM_PM_month_SBU	Historical	Historical[Value]; Historical[LatestInput_ND]; Historical[Forecast Month]; Historical[Input Date]
CM1/kg_PYFY_for_minus_CM1_operation	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "CM1",     CALCULATE (         DIVIDE ( [CM1_effect_0_PYFY], [Volume_0_PYFY] ),         ALL ( DT_Matrix_Act_Table_ND[KPI] )     ) )	CM1_effect_0_PYFY; Matrix_0_Act; Maris_0_Act; Volume_0_PYFY	Act_FYFC_0(for PY comp.); PYFY_0; Delta_1_PYFY_SBU; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.); Volume_effect_1_PYFY_for_minus_CM1_operation	DT_Matrix_Act_Table_ND; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; DT_Date	DT_Matrix_Act_Table_ND[KPI]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]
Volume_0_YTD_for_minus_CM1_operation(for PY comp.)	 IF (     SELECTEDVALUE ( DT_Matrix_Act_Table_ND[KPI] ) = "CM1",     CALCULATE ( [Volume_0_YTD], ALL ( DT_Matrix_Act_Table_ND[KPI] ) ) )	Volume_0_YTD; Matrix_0_Act; Maris_0_Act	Act_FYFC_0(for PY comp.); Delta_1_PYFY_SBU; Volume_0_FYFC_for_minus_CM1_operation; Volume_effect_1_FYFC_for_minus_CM1_operation(for PY comp.)	DT_Matrix_Act_Table_ND; DT_Date; FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched	DT_Matrix_Act_Table_ND[KPI]; DT_Date[Month_Number]; FT_MARIS_VW[VALUE_EUR]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; FT_MARIS_VW[ITEM]; FT_MARIS_VW[ITEM_KEY]; DT_Date[Date]
